2011-02-10 19:29:11 Notice: Notice (8): Undefined variable: response in [/var/www/fasa/trunk/app/controllers/onereports_controller.php, line 113]
2011-04-12 22:20:19 Notice: Notice (8): Undefined index: 49 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:19 Notice: Notice (8): Undefined index: 50 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:20 Notice: Notice (8): Undefined index: 51 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:20 Notice: Notice (8): Undefined index: 52 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:20 Notice: Notice (8): Undefined index: 53 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:21 Notice: Notice (8): Undefined index: 54 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:21 Notice: Notice (8): Undefined index: 55 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:22 Notice: Notice (8): Undefined index: 56 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:22 Notice: Notice (8): Undefined index: 57 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-04-12 22:20:22 Notice: Notice (8): Undefined index: 58 in [/var/www/fasa/trunk/app/controllers/reportes_controller.php, line 735]
2011-05-02 21:57:17 Notice: Notice (8): Undefined variable: tworeports in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/index.ctp, line 23]
2011-05-02 21:57:21 Notice: Notice (8): Undefined variable: tworeports in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/index.ctp, line 23]
2011-05-09 22:09:10 Notice: Notice (8): Undefined index: Onereport in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/resumen.ctp, line 10]
2011-05-09 22:09:52 Notice: Notice (8): Undefined index: Onereport in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/resumen.ctp, line 11]
2011-05-14 16:07:37 Notice: Notice (8): Undefined index: meta in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 758]
2011-05-14 16:07:45 Notice: Notice (8): Undefined index: meta in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 758]
2011-05-14 16:22:03 Notice: Notice (8): Undefined variable: total_ideas_aprobadas in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 818]
2011-05-14 16:23:38 Notice: Notice (8): Undefined variable: total_ideas_aprobadas in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 819]
2011-05-14 16:25:10 Notice: Notice (8): Undefined variable: total_ideas_aprobadas in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 819]
2011-05-14 16:47:21 Notice: Notice (8): Undefined variable: paginacion in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/resumen.ctp, line 7]
2011-05-14 16:47:21 Notice: Notice (8): Undefined variable: paginacion in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/resumen.ctp, line 60]
2011-05-14 16:47:26 Notice: Notice (8): Undefined variable: paginacion in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/resumen.ctp, line 7]
2011-05-14 16:47:26 Notice: Notice (8): Undefined variable: paginacion in [/home/stephan/proyectos/fasa/trunk/app/views/reportes/resumen.ctp, line 60]
2011-05-23 15:11:17 Notice: Notice (8): Use of undefined constant PHP_SELF - assumed 'PHP_SELF' in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 25]
2011-05-23 15:11:27 Notice: Notice (8): Undefined variable: PHP_SELF in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 25]
2011-05-23 15:11:34 Notice: Notice (8): Use of undefined constant PHP_SELF - assumed 'PHP_SELF' in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 25]
2011-05-23 15:21:12 Notice: Notice (8): Undefined index: name in [/home/stephan/proyectos/fasa/trunk/app/controllers/reportes_controller.php, line 18]
2011-05-23 15:24:13 Notice: Notice (8): session_start() [http://php.net/function.session-start]: ps_files_cleanup_dir: opendir(/var/lib/php5) failed: Permiso denegado (13) in [/home/stephan/proyectos/fasa/trunk/cake/libs/cake_session.php, line 587]
2011-05-23 16:36:49 Notice: Notice (8): Undefined variable: usuario in [/home/stephan/proyectos/fasa/trunk/app/views/pages/home.ctp, line 15]
2011-05-23 16:38:27 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/views/pages/home.ctp, line 3]
2011-05-23 16:38:48 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/views/pages/home.ctp, line 3]
2011-05-23 16:39:21 Notice: Notice (8): Undefined variable: nombre_de_usuario in [/home/stephan/proyectos/fasa/trunk/app/views/pages/home.ctp, line 3]
2011-05-23 16:52:33 Notice: Notice (8): Undefined variable: Log in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 9]
2011-05-23 16:54:03 Notice: Notice (8): Undefined variable: Log in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 9]
2011-05-23 16:59:40 Notice: Notice (8): Undefined property: Onereport::$Log in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 9]
2011-05-23 17:00:13 Notice: Notice (8): Undefined property: Onereport::$Log in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 9]
2011-05-23 17:00:18 Notice: Notice (8): Undefined property: Onereport::$Log in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 10]
2011-05-23 17:05:43 Notice: Notice (8): Undefined variable: Log in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 9]
2011-05-23 21:45:04 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 13]
2011-05-23 21:45:04 Notice: Notice (8): Undefined variable: page in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 14]
2011-05-23 21:45:04 Notice: Notice (8): Undefined variable: data in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 15]
2011-05-23 22:09:19 Notice: Notice (8): Undefined variable: strpos in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 22]
2011-05-23 22:09:25 Notice: Notice (8): Use of undefined constant here - assumed 'here' in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 22]
2011-05-23 22:09:25 Notice: Notice (8): Object of class EngineersController could not be converted to int in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 22]
2011-05-23 22:09:26 Notice: Notice (8): Object of class OnereportsController could not be converted to int in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 22]
2011-05-23 22:13:48 Notice: Notice (8): Undefined property: OnereportsController::$log in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 27]
2011-05-23 22:16:07 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:18:34 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:19:15 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:21:15 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:38:45 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:42:27 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:42:28 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:42:41 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 22:42:50 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-05-23 23:41:51 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:41:51 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:41:51 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:41:51 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:41:51 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:41:51 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:41:51 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:42:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:42:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:42:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:42:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:42:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:42:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:42:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:43:08 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:43:08 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:43:08 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:43:08 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:43:08 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:43:08 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:43:08 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:43:20 Notice: Notice (8): Undefined index: engineer_id in [/home/stephan/proyectos/fasa/trunk/app/views/users/view.ctp, line 21]
2011-05-23 23:43:26 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:43:26 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:43:26 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:43:26 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:43:26 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:43:26 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:43:26 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:43:27 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:43:27 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:43:27 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:43:27 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:43:27 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:43:27 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:43:27 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:43:41 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 2]
2011-05-23 23:43:41 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:43:41 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:43:41 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:43:41 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:43:41 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:43:41 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:43:41 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:43:53 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 2]
2011-05-23 23:43:53 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:43:53 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:43:53 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:43:53 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:43:53 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:43:53 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:43:53 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:43:58 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 2]
2011-05-23 23:43:58 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:43:59 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:43:59 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:43:59 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:43:59 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:43:59 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:43:59 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:44:12 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 2]
2011-05-23 23:44:12 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:44:12 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:44:12 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:44:12 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:44:12 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:44:12 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:44:12 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:44:20 Notice: Notice (8): Undefined variable: user in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 2]
2011-05-23 23:44:30 Notice: Notice (8): Undefined property: LogsController::$User in [/home/stephan/proyectos/fasa/trunk/app/controllers/logs_controller.php, line 10]
2011-05-23 23:44:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:44:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:44:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:44:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:44:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:44:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:44:36 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-05-23 23:44:54 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 24]
2011-05-23 23:44:54 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 28]
2011-05-23 23:44:54 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 29]
2011-05-23 23:44:54 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 30]
2011-05-23 23:44:54 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 32]
2011-05-23 23:44:54 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 33]
2011-05-23 23:44:54 Notice: Notice (8): Undefined index: Log in [/home/stephan/proyectos/fasa/trunk/app/views/logs/index.ctp, line 34]
2011-06-22 23:09:03 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-06-22 23:15:52 Notice: Notice (8): Array to string conversion in [/home/stephan/proyectos/fasa/trunk/cake/libs/model/datasources/dbo_source.php, line 2204]
2011-06-22 23:16:02 Notice: Notice (8): Array to string conversion in [/home/stephan/proyectos/fasa/trunk/cake/libs/model/datasources/dbo_source.php, line 2204]
2011-06-22 23:20:40 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/views/users/editar_info.ctp, line 7]
2011-06-22 23:20:54 Notice: Notice (8): Undefined offset: 0 in [/home/stephan/proyectos/fasa/trunk/app/views/users/editar_info.ctp, line 7]
2011-06-22 23:28:21 Notice: Notice (8): Undefined index: passowrd in [/home/stephan/proyectos/fasa/trunk/app/controllers/users_controller.php, line 161]
2011-06-22 23:28:21 Notice: Notice (8): Undefined index: passowrd2 in [/home/stephan/proyectos/fasa/trunk/app/controllers/users_controller.php, line 162]
2011-06-24 09:45:53 Notice: Notice (8): Undefined variable: response in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 91]
2011-06-24 09:53:57 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-06-24 09:54:27 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-06-24 09:54:34 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-06-24 09:54:49 Notice: Notice (8): Undefined index: email in [/home/stephan/proyectos/fasa/trunk/app/views/users/index.ctp, line 25]
2011-06-24 10:58:14 Notice: Notice (8): Undefined variable: response in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 91]
2011-06-27 21:59:43 Notice: Notice (8): Undefined variable: response in [/home/stephan/proyectos/fasa/trunk/app/controllers/onereports_controller.php, line 91]
2011-06-27 22:30:48 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:30:48 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:31:32 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:31:32 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:33:09 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:33:09 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:34:33 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:35:10 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:35:10 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 135]
2011-06-27 22:35:59 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:35:59 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 135]
2011-06-27 22:37:14 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:37:14 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 135]
2011-06-27 22:37:58 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:37:58 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 135]
2011-06-27 22:38:28 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:38:28 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 135]
2011-06-27 22:38:52 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:39:30 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:40:16 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 131]
2011-06-27 22:41:21 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 131]
2011-06-27 22:45:34 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:45:56 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 129]
2011-06-27 22:46:20 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 127]
2011-06-27 22:47:42 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:48:42 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 131]
2011-06-27 22:48:58 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 131]
2011-06-27 22:49:04 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:51:40 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 132]
2011-06-27 22:51:48 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 131]
2011-06-27 22:52:09 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:52:49 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:52:55 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:52:55 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 22:54:36 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 130]
2011-06-27 23:45:43 Notice: Notice (8): Undefined variable: menus in [/home/stephan/proyectos/fasa/trunk/app/views/layouts/default.ctp, line 74]
2011-06-28 16:00:17 Notice: Notice (8): Undefined property: TworeportsController::$_css_before in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 38]
2011-06-28 16:00:17 Notice: Notice (8): Undefined property: TworeportsController::$_css_after in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 38]
2011-06-28 16:00:17 Notice: Notice (8): Undefined property: TworeportsController::$_js_before in [/home/stephan/proyectos/fasa/trunk/app/app_controller.php, line 41]
